cat_0,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,cat_7,cat_8,cat_9,cat_10,cat_11,cat_12,cat_13,cat_14,cat_15,cat_16,cat_17,cat_18,cat_19,cat_20,cat_21,cat_22,cat_23,cat_24,cat_25,cat_26,cat_27,cat_28,cat_29,cat_30,cat_31,cat_32,cat_33,cat_34,cat_35,cat_36,cat_37,cat_38,cat_39,cat_40,cat_41,cat_42,cat_43,cat_44,cat_45,cat_46,cat_47,cat_48,cat_49,cat_50,cat_51,cat_52,cat_53,cat_54,cat_55,cat_56,cat_57,cat_58,cat_59,cat_60,cat_61,cat_62,cat_63,cat_64,cat_65,cat_66,cat_67,cat_68,cat_69,cat_70,cat_71,cat_72,cat_73,cat_74,cat_75,cat_76,cat_77,cat_78,cat_79,cat_80,cat_81,cat_82,cat_83,cat_84,cat_85
0,10.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,4.0,7.0,1.0,2.0,0.0,3.0,6.0,4.0,3.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,9.0,6.0,2.0,1.0,5.0,4.0,0.0,3.0,2.0,2.0,2.0,8.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,7.0,1.0,2.0,2.0,3.0,5.0,1.0,7.0,1.0,4.0,0.0,0.0,5.0,1.0,1.0,2.0,3.0,4.0,1.0,0.0,6.0,3.0,7.0,1.0,2.0,4.0,5.0,3.0,4.0,3.0,1.0,0.0,3.0,4.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,33.0,1.0,2.0,3.0,8.0,1.0,4.0,1.0,4.0,6.0,2.0,3.0,3.0,4.0,3.0,1.0,4.0,5.0,1.0,1.0,0.0,3.0,2.0,4.0,1.0,2.0,2.0,5.0,1.0,5.0,4.0,6.0,1.0,3.0,7.0,2.0,3.0,4.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,41.0,1.0,3.0,3.0,10.0,0.0,5.0,0.0,4.0,7.0,1.0,1.0,1.0,4.0,5.0,2.0,4.0,4.0,3.0,0.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,0.0,5.0,4.0,7.0,2.0,0.0,8.0,1.0,3.0,2.0,4.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,23.0,1.0,1.0,2.0,5.0,0.0,6.0,1.0,2.0,1.0,2.0,6.0,5.0,3.0,1.0,2.0,6.0,2.0,1.0,0.0,0.0,4.0,3.0,2.0,1.0,3.0,2.0,4.0,0.0,9.0,0.0,5.0,1.0,3.0,5.0,4.0,4.0,3.0,3.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,33.0,1.0,2.0,3.0,8.0,0.0,7.0,0.0,2.0,7.0,2.0,0.0,0.0,5.0,4.0,0.0,3.0,6.0,2.0,0.0,0.0,2.0,5.0,2.0,2.0,1.0,2.0,5.0,2.0,0.0,9.0,4.0,4.0,2.0,6.0,3.0,2.0,5.0,3.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,38.0,1.0,2.0,3.0,9.0,0.0,6.0,0.0,3.0,7.0,0.0,2.0,0.0,6.0,3.0,2.0,6.0,2.0,2.0,0.0,0.0,4.0,0.0,4.0,2.0,2.0,4.0,2.0,0.0,6.0,3.0,7.0,2.0,0.0,4.0,5.0,0.0,1.0,6.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,22.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,4.0,7.0,0.0,2.0,0.0,2.0,7.0,2.0,1.0,7.0,0.0,2.0,0.0,1.0,1.0,5.0,2.0,0.0,0.0,7.0,0.0,4.0,5.0,6.0,1.0,2.0,7.0,2.0,0.0,6.0,3.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,13.0,1.0,4.0,2.0,3.0,2.0,4.0,0.0,3.0,7.0,0.0,2.0,1.0,3.0,6.0,5.0,4.0,1.0,6.0,0.0,0.0,3.0,0.0,1.0,5.0,2.0,1.0,2.0,0.0,4.0,5.0,7.0,1.0,2.0,5.0,4.0,2.0,2.0,6.0,0.0,0.0,4.0,6.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,31.0,1.0,2.0,4.0,7.0,0.0,2.0,0.0,7.0,9.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,7.0,2.0,9.0,0.0,7.0,2.0,0.0,9.0,0.0,5.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,33.0,1.0,4.0,3.0,8.0,0.0,6.0,0.0,3.0,9.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,3.0,6.0,0.0,9.0,0.0,7.0,2.0,0.0,9.0,0.0,3.0,5.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,33.0,2.0,3.0,3.0,8.0,0.0,4.0,2.0,3.0,7.0,0.0,2.0,0.0,2.0,7.0,0.0,2.0,7.0,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,5.0,4.0,0.0,0.0,9.0,7.0,0.0,2.0,9.0,0.0,3.0,6.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,13.0,1.0,3.0,2.0,3.0,1.0,7.0,0.0,2.0,7.0,0.0,2.0,1.0,3.0,6.0,3.0,5.0,1.0,6.0,0.0,0.0,2.0,0.0,1.0,6.0,1.0,3.0,1.0,0.0,4.0,5.0,7.0,2.0,1.0,5.0,4.0,1.0,1.0,8.0,0.0,0.0,5.0,6.0,2.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,34.0,2.0,3.0,2.0,8.0,0.0,7.0,0.0,2.0,7.0,2.0,0.0,0.0,4.0,5.0,0.0,2.0,7.0,0.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,4.0,5.0,0.0,2.0,7.0,5.0,4.0,0.0,9.0,0.0,0.0,5.0,4.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,13.0,2.0,4.0,3.0,3.0,0.0,4.0,2.0,4.0,8.0,1.0,1.0,1.0,3.0,6.0,1.0,7.0,2.0,4.0,0.0,0.0,3.0,3.0,0.0,1.0,3.0,3.0,3.0,0.0,1.0,8.0,8.0,0.0,1.0,4.0,5.0,0.0,5.0,4.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,33.0,1.0,3.0,3.0,8.0,0.0,6.0,1.0,2.0,6.0,0.0,3.0,2.0,3.0,5.0,1.0,2.0,6.0,1.0,0.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,5.0,2.0,2.0,7.0,7.0,0.0,2.0,7.0,2.0,0.0,4.0,5.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,37.0,1.0,3.0,3.0,8.0,0.0,5.0,0.0,4.0,7.0,2.0,0.0,0.0,3.0,6.0,3.0,5.0,2.0,1.0,0.0,0.0,5.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,8.0,1.0,9.0,0.0,0.0,5.0,4.0,2.0,3.0,3.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,40.0,1.0,3.0,3.0,10.0,0.0,3.0,0.0,6.0,9.0,0.0,0.0,0.0,4.0,5.0,2.0,0.0,7.0,2.0,0.0,5.0,0.0,2.0,0.0,2.0,1.0,5.0,3.0,0.0,2.0,7.0,7.0,2.0,0.0,7.0,2.0,4.0,2.0,4.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,31.0,1.0,4.0,2.0,7.0,0.0,9.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,4.0,0.0,5.0,0.0,9.0,0.0,3.0,2.0,4.0,7.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,33.0,2.0,2.0,3.0,8.0,0.0,7.0,1.0,2.0,5.0,1.0,4.0,4.0,1.0,5.0,0.0,2.0,7.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0,2.0,1.0,7.0,1.0,8.0,1.0,5.0,1.0,4.0,8.0,1.0,5.0,3.0,2.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,24.0,2.0,2.0,2.0,5.0,1.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0,0.0,0.0,5.0,3.0,0.0,2.0,1.0,4.0,4.0,0.0,5.0,4.0,7.0,0.0,2.0,9.0,0.0,5.0,3.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,23.0,1.0,2.0,2.0,5.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,6.0,0.0,3.0,1.0,8.0,0.0,3.0,0.0,0.0,1.0,1.0,5.0,0.0,3.0,6.0,1.0,0.0,6.0,3.0,7.0,1.0,2.0,6.0,3.0,4.0,4.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,33.0,1.0,4.0,3.0,8.0,1.0,4.0,1.0,5.0,8.0,1.0,1.0,1.0,2.0,7.0,2.0,2.0,6.0,3.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,5.0,1.0,4.0,5.0,5.0,4.0,1.0,7.0,2.0,4.0,2.0,4.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,38.0,1.0,2.0,3.0,9.0,0.0,5.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,3.0,5.0,2.0,1.0,0.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,6.0,3.0,6.0,1.0,3.0,8.0,1.0,4.0,3.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,13.0,2.0,4.0,3.0,3.0,0.0,4.0,2.0,4.0,8.0,1.0,1.0,1.0,3.0,6.0,1.0,7.0,2.0,4.0,0.0,0.0,3.0,3.0,0.0,1.0,3.0,3.0,3.0,0.0,1.0,8.0,8.0,0.0,1.0,4.0,5.0,0.0,5.0,4.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,8.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,4.0,6.0,1.0,3.0,1.0,4.0,5.0,2.0,5.0,2.0,2.0,2.0,0.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,6.0,3.0,7.0,1.0,2.0,6.0,3.0,3.0,4.0,3.0,0.0,0.0,3.0,7.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,7.0,1.0,3.0,2.0,2.0,0.0,7.0,2.0,0.0,7.0,2.0,0.0,0.0,6.0,3.0,2.0,7.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,9.0,7.0,2.0,0.0,7.0,2.0,0.0,6.0,3.0,0.0,0.0,4.0,6.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,41.0,1.0,3.0,3.0,10.0,0.0,7.0,1.0,2.0,8.0,1.0,1.0,1.0,5.0,3.0,0.0,3.0,6.0,2.0,0.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,1.0,3.0,6.0,6.0,2.0,2.0,6.0,3.0,2.0,7.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
